DBN,rr_s,rr_t,rr_p,N_s,N_t,N_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
13K103,86.0,65,15,219.0,13.0,37.0,7.4,6.3,6.5,6.6,6.3,5.9,5.8,6.2,5.7,5.8,6.5,7.3,6.4,6.0,6.3,6.7
13K113,78.0,59,12,696.0,39.0,102.0,8.0,7.2,6.9,7.4,6.5,6.1,6.0,6.7,6.2,6.2,6.7,7.7,6.9,6.5,6.5,7.3
13K133,,91,84,,30.0,204.0,9.1,8.6,8.6,8.6,8.0,6.7,7.1,7.3,,,,,8.5,7.7,7.8,8.0
13K256,,74,47,,23.0,148.0,8.6,7.6,7.7,8.1,6.8,5.8,6.5,6.6,,,,,7.7,6.7,7.1,7.3
13K265,68.0,69,32,322.0,27.0,142.0,8.1,7.5,7.4,7.6,7.4,6.7,7.3,7.6,6.1,5.6,6.1,7.1,7.2,6.6,6.9,7.4
13K266,96.0,100,26,183.0,15.0,47.0,8.8,8.0,7.9,8.1,7.1,6.4,7.3,7.6,6.4,6.4,6.8,7.8,7.5,6.9,7.3,7.9
13K270,,95,52,,19.0,90.0,8.0,7.5,7.7,7.8,7.9,7.4,7.8,8.0,,,,,8.0,7.5,7.7,7.9
13K282,98.0,53,47,234.0,30.0,398.0,8.3,7.9,7.8,8.3,5.9,5.0,6.1,6.6,6.4,6.1,7.2,7.9,6.8,6.3,7.0,7.6
13K287,,52,75,,12.0,130.0,8.8,8.4,8.2,8.7,8.3,6.9,7.3,8.2,,,,,8.6,7.6,7.8,8.5
13K301,79.0,93,70,185.0,14.0,155.0,8.0,7.0,7.0,7.6,6.8,6.2,6.4,7.1,6.5,6.5,7.1,7.9,7.1,6.6,6.8,7.5
13K305,,68,50,,17.0,139.0,8.6,8.0,7.8,8.3,6.7,6.3,6.8,7.7,,,,,7.6,7.2,7.3,8.0
13K307,,80,60,,24.0,142.0,8.9,8.4,8.3,8.6,7.0,6.3,7.3,7.8,,,,,8.0,7.3,7.8,8.2
13K313,95.0,100,38,155.0,12.0,59.0,8.5,7.9,7.7,8.1,6.6,5.2,5.7,6.2,6.3,6.0,6.7,7.5,7.1,6.4,6.7,7.3
13K336,59.0,88,6,119.0,14.0,12.0,8.9,7.9,7.9,8.2,5.9,3.7,5.0,5.0,6.3,6.1,6.8,7.5,6.7,5.5,6.3,6.7
13K350,58.0,69,18,215.0,18.0,65.0,7.6,7.1,6.9,7.0,6.6,6.4,6.6,7.1,6.5,6.1,6.4,7.3,6.9,6.5,6.6,7.1
13K412,75.0,38,12,337.0,12.0,54.0,8.2,7.5,7.3,7.7,6.7,6.7,6.9,7.8,6.1,6.6,6.6,7.5,7.0,6.9,7.0,7.6
13K419,96.0,100,26,603.0,40.0,151.0,9.8,9.6,9.7,9.6,7.0,7.3,7.4,7.7,6.0,6.4,6.6,7.2,7.6,7.8,7.9,8.2
13K430,94.0,77,45,4768.0,189.0,2192.0,7.9,6.9,7.3,7.4,7.8,6.3,7.0,7.5,7.0,5.9,6.7,7.6,7.5,6.4,7.0,7.5
13K439,94.0,92,84,360.0,24.0,292.0,8.7,8.1,8.0,8.2,8.6,7.5,8.5,9.0,7.9,7.2,7.8,8.0,8.4,7.6,8.1,8.4
13K483,95.0,88,45,422.0,30.0,198.0,8.7,8.1,8.0,8.5,7.3,6.9,7.4,8.0,6.8,6.3,6.6,7.8,7.6,7.1,7.3,8.1
13K492,94.0,100,67,286.0,21.0,195.0,8.5,8.5,8.1,8.5,7.8,6.7,7.3,7.4,7.0,7.2,7.2,7.9,7.8,7.5,7.6,7.9
13K499,72.0,80,25,513.0,36.0,175.0,7.6,7.3,7.1,7.3,6.0,6.9,6.8,7.4,6.0,5.3,6.1,6.7,6.5,6.5,6.7,7.1
13K509,78.0,95,43,191.0,18.0,103.0,7.3,7.1,6.8,7.0,6.4,6.1,6.5,6.9,5.9,5.8,5.9,7.0,6.5,6.3,6.4,7.0
13K527,91.0,89,39,352.0,25.0,144.0,7.9,7.6,7.8,7.8,6.8,6.8,6.9,7.6,5.8,6.4,6.6,7.4,6.9,6.9,7.1,7.6
13K553,84.0,100,41,137.0,14.0,63.0,9.4,8.8,8.5,9.3,8.2,6.4,6.9,7.8,8.0,6.5,7.2,7.8,8.5,7.2,7.5,8.3
13K571,71.0,69,23,117.0,9.0,37.0,7.9,8.0,7.5,7.6,6.9,6.4,7.5,7.6,6.0,5.9,6.7,7.3,6.9,6.8,7.2,7.5
13K575,84.0,82,29,81.0,9.0,30.0,9.3,8.7,8.3,8.6,7.4,6.2,6.8,7.8,8.0,7.6,8.0,8.1,8.2,7.5,7.7,8.2
13K592,93.0,89,68,95.0,8.0,66.0,8.0,8.0,7.6,7.9,7.5,7.6,8.0,8.2,8.0,7.6,8.3,8.5,7.8,7.8,8.0,8.2
13K595,96.0,96,66,347.0,23.0,239.0,9.3,8.2,8.1,8.3,7.6,7.9,7.3,7.9,6.6,6.0,6.7,7.7,7.8,7.4,7.4,8.0
13K596,90.0,86,41,151.0,12.0,64.0,8.3,7.6,7.4,7.3,5.7,7.4,7.5,7.5,5.3,5.6,6.2,7.2,6.4,6.9,7.0,7.3
13K605,83.0,92,33,736.0,60.0,282.0,7.9,7.3,7.2,7.2,6.5,6.4,7.0,7.1,5.5,5.4,5.8,6.8,6.6,6.4,6.7,7.0
13K616,68.0,100,31,124.0,14.0,57.0,9.0,8.4,7.8,8.5,8.2,7.7,8.8,9.3,7.7,6.5,7.4,7.8,8.3,7.5,8.0,8.5
13K657,43.0,100,9,70.0,29.0,15.0,9.0,7.4,7.3,7.9,8.8,7.7,8.4,8.7,8.4,7.1,7.8,8.2,8.7,7.4,8.0,8.4
13K670,86.0,58,20,697.0,25.0,158.0,8.4,6.9,7.4,7.7,7.3,6.1,6.8,7.0,6.6,5.7,6.6,7.4,7.4,6.2,7.0,7.3
13K674,86.0,61,20,206.0,11.0,47.0,8.2,8.0,7.8,8.2,6.6,6.9,6.0,7.1,6.4,6.0,6.9,7.4,7.1,7.0,6.9,7.6
13K691,99.0,89,74,101.0,8.0,73.0,8.9,8.4,7.9,8.5,7.7,7.0,7.3,7.4,6.9,6.7,7.1,8.0,7.8,7.4,7.4,8.0
14K016,,100,100,,26.0,285.0,8.7,8.0,8.1,8.0,7.8,7.3,7.8,8.0,,,,,8.3,7.7,8.0,8.0
14K017,,74,55,,29.0,180.0,9.0,8.2,7.9,8.4,6.9,5.2,5.6,6.2,,,,,7.9,6.7,6.7,7.3
14K018,,83,98,,15.0,179.0,9.1,8.2,8.1,8.4,7.6,6.7,7.1,7.6,,,,,8.3,7.5,7.6,8.0
14K019,,93,54,,28.0,174.0,8.8,7.9,7.9,7.9,7.3,5.5,6.1,6.7,,,,,8.1,6.7,7.0,7.3
14K023,,100,100,,29.0,246.0,9.1,8.7,8.6,8.9,9.2,8.9,9.4,9.3,,,,,9.2,8.8,9.0,9.1
14K031,,89,86,,33.0,410.0,9.5,8.7,8.3,9.2,9.2,8.5,8.6,9.2,,,,,9.3,8.6,8.4,9.2
14K034,,100,90,,34.0,409.0,9.4,8.7,8.4,9.0,9.1,8.2,8.7,8.8,,,,,9.2,8.5,8.6,8.9
14K050,76.0,78,50,342.0,31.0,214.0,8.3,7.8,7.7,8.0,6.3,5.5,6.0,6.8,5.9,5.9,6.6,7.4,6.8,6.4,6.7,7.4
14K059,,94,86,,30.0,287.0,8.7,8.2,8.1,8.4,6.8,6.7,7.1,7.3,,,,,7.8,7.5,7.6,7.9
14K071,77.0,84,29,661.0,64.0,221.0,8.0,7.5,7.4,7.7,7.1,6.7,7.1,7.5,6.1,5.8,6.5,7.4,7.1,6.7,7.0,7.5
14K084,,76,58,,31.0,217.0,9.2,8.7,8.6,8.8,7.2,6.1,6.5,7.2,,,,,8.2,7.4,7.6,8.0
14K110,,100,91,,29.0,263.0,9.0,8.1,8.2,8.3,8.6,7.9,8.4,8.6,,,,,8.8,8.0,8.3,8.5
14K120,,77,56,,30.0,212.0,9.2,8.7,8.4,8.9,8.7,7.4,8.3,8.3,,,,,9.0,8.0,8.3,8.6
14K126,87.0,53,65,284.0,19.0,202.0,8.3,7.0,7.3,7.2,5.2,3.6,3.9,4.8,5.9,6.0,6.5,7.1,6.5,5.5,5.9,6.4
14K132,,98,85,,50.0,541.0,8.9,8.2,8.2,8.5,8.0,8.2,8.4,8.4,,,,,8.5,8.2,8.3,8.4
14K147,,100,95,,23.0,181.0,9.2,8.9,8.9,9.0,8.0,8.2,8.1,8.7,,,,,8.6,8.6,8.5,8.8
14K157,,100,100,,37.0,315.0,9.0,8.4,8.2,8.5,8.4,8.4,8.4,8.7,,,,,8.7,8.4,8.3,8.6
14K196,,81,82,,34.0,255.0,8.9,8.3,8.0,8.6,8.2,8.0,8.0,8.6,,,,,8.5,8.1,8.0,8.6
14K250,,60,71,,30.0,470.0,8.7,7.9,7.9,8.3,7.6,6.1,6.7,7.4,,,,,8.1,7.0,7.3,7.8
14K257,,91,73,,39.0,364.0,9.5,9.0,9.0,9.3,9.1,8.3,9.3,9.3,,,,,9.3,8.7,9.1,9.3
14K297,,100,69,,31.0,176.0,8.6,8.3,8.0,8.3,7.3,7.2,6.9,7.2,,,,,8.0,7.8,7.4,7.7
14K318,89.0,50,24,1487.0,50.0,382.0,8.5,7.7,7.7,8.2,8.1,7.7,8.4,8.7,7.7,6.8,7.9,8.5,8.1,7.4,8.0,8.5
14K319,,100,98,,14.0,179.0,9.7,9.4,9.3,9.6,9.2,8.4,8.9,9.1,,,,,9.5,8.9,9.1,9.3
14K322,62.0,100,42,103.0,14.0,66.0,8.4,7.8,7.6,7.7,6.0,5.7,5.9,6.5,6.9,6.4,7.2,7.7,7.1,6.6,6.9,7.3
14K330,55.0,27,21,74.0,3.0,27.0,8.1,7.1,7.5,7.1,6.8,2.3,4.0,5.2,7.2,7.9,7.4,7.4,7.4,5.8,6.3,6.6
14K380,,100,100,,48.0,485.0,9.6,9.1,9.0,9.3,9.3,8.9,9.1,9.5,,,,,9.4,9.0,9.0,9.4
14K404,81.0,71,23,290.0,20.0,82.0,8.2,7.7,7.5,8.0,7.2,6.9,7.0,8.1,6.5,6.2,6.4,7.4,7.3,6.9,7.0,7.8
14K449,99.0,82,37,328.0,18.0,120.0,8.8,7.9,7.6,8.4,8.5,7.2,7.7,8.8,7.5,7.0,6.9,8.2,8.2,7.4,7.4,8.5
14K454,64.0,96,36,210.0,25.0,113.0,8.4,8.1,7.8,8.2,7.7,6.8,7.8,8.0,6.8,6.4,7.1,7.9,7.7,7.1,7.6,8.0
14K474,87.0,78,35,798.0,43.0,311.0,7.8,7.3,7.2,7.4,7.2,6.6,7.0,7.5,6.4,5.6,6.4,7.2,7.1,6.5,6.9,7.4
14K477,50.0,85,27,370.0,44.0,193.0,7.2,7.0,7.1,7.3,7.0,6.8,7.1,7.6,5.4,5.6,5.7,6.7,6.5,6.5,6.6,7.2
14K478,76.0,68,14,689.0,41.0,126.0,8.5,7.9,7.7,7.9,7.2,6.2,6.7,7.2,6.0,5.6,6.1,6.9,7.2,6.5,6.9,7.3
14K488,83.0,85,33,305.0,23.0,118.0,8.1,7.4,7.5,7.7,6.9,6.1,6.8,7.6,6.4,6.1,6.4,7.3,7.2,6.5,6.9,7.6
14K558,96.0,100,67,400.0,27.0,270.0,8.6,8.1,8.0,8.3,8.4,8.3,8.6,8.9,7.8,6.5,7.6,8.3,8.3,7.7,8.1,8.5
14K561,78.0,97,50,418.0,37.0,255.0,9.4,9.1,8.8,9.2,8.1,8.3,8.0,8.5,7.2,6.3,7.0,7.9,8.2,7.9,7.9,8.6
14K577,99.0,89,96,438.0,25.0,404.0,8.5,7.8,7.7,8.2,8.4,8.6,8.9,9.2,6.7,6.0,7.2,7.8,7.9,7.5,7.9,8.4
14K582,97.0,61,42,297.0,19.0,124.0,7.9,7.5,7.3,7.9,6.2,5.8,6.3,6.7,6.3,6.2,6.7,7.7,6.8,6.5,6.8,7.4
14K586,74.0,87,24,391.0,45.0,116.0,8.3,8.0,7.9,8.3,8.1,7.8,8.6,8.6,6.9,6.6,7.0,7.6,7.8,7.5,7.8,8.2
14K610,73.0,68,25,583.0,48.0,197.0,7.4,7.7,7.4,7.5,5.4,4.6,5.3,6.2,5.3,5.6,6.1,6.9,6.0,6.0,6.3,6.9
14K614,97.0,100,78,193.0,18.0,148.0,8.9,8.5,8.3,8.6,7.8,7.6,7.7,8.6,7.3,7.1,7.8,8.6,8.0,7.7,7.9,8.6
14K632,92.0,87,58,132.0,13.0,84.0,9.0,8.4,8.4,7.9,5.6,4.2,6.2,6.7,7.1,7.0,7.2,7.4,7.2,6.5,7.2,7.3
14K685,77.0,80,14,151.0,12.0,25.0,9.1,7.9,7.9,8.1,8.6,7.8,8.8,8.7,7.8,6.4,7.2,7.7,8.5,7.4,8.0,8.2
14K923,74.0,100,2,127.0,17.0,3.0,8.3,5.3,6.0,8.0,8.8,7.9,8.3,8.7,8.3,6.8,7.8,8.2,8.5,6.9,7.6,8.3
15K001,,61,42,,57.0,389.0,8.8,8.0,7.9,8.2,8.1,6.5,6.7,7.4,,,,,8.5,7.2,7.3,7.8
15K010,,84,73,,47.0,462.0,8.9,8.4,8.6,8.5,8.6,8.1,8.3,8.6,,,,,8.7,8.3,8.5,8.6
15K015,,79,91,,31.0,290.0,9.1,8.5,8.6,8.6,8.4,7.9,8.7,9.0,,,,,8.7,8.2,8.6,8.8
15K024,,83,44,,53.0,270.0,8.9,8.1,8.0,8.2,7.5,6.7,7.2,7.7,,,,,8.2,7.4,7.6,8.0
15K027,83.0,71,23,30.0,17.0,16.0,9.0,8.5,8.5,8.6,7.1,7.4,7.7,8.2,7.0,6.2,7.6,7.7,7.7,7.4,7.9,8.2
15K029,,84,60,,38.0,350.0,8.7,8.6,8.6,8.6,8.2,7.7,8.3,8.7,,,,,8.5,8.1,8.5,8.7
15K032,,73,69,,44.0,159.0,9.2,8.7,8.9,8.9,7.4,6.7,7.5,8.0,,,,,8.3,7.7,8.2,8.5
15K038,,81,41,,30.0,164.0,8.6,8.0,7.9,8.3,7.4,5.9,7.3,7.9,,,,,8.0,6.9,7.6,8.1
15K039,,96,90,,25.0,262.0,8.8,8.3,8.2,8.4,9.6,9.2,9.5,9.8,,,,,9.2,8.7,8.9,9.1
15K051,98.0,98,66,1053.0,62.0,676.0,8.3,7.3,7.6,7.9,7.8,7.4,7.6,8.3,7.6,6.3,7.3,7.9,7.9,7.0,7.5,8.0
15K058,,83,61,,49.0,400.0,8.6,8.3,8.5,8.5,8.5,7.4,8.3,8.8,,,,,8.5,7.9,8.4,8.6
15K088,96.0,74,69,849.0,57.0,577.0,8.2,7.4,7.3,7.8,7.1,6.6,7.1,7.7,6.4,6.2,6.6,7.6,7.3,6.7,7.0,7.7
15K094,,66,68,,53.0,698.0,8.3,7.3,7.4,7.5,7.0,5.7,6.1,6.8,,,,,7.7,6.5,6.7,7.1
15K107,,86,88,,30.0,386.0,8.9,8.3,8.5,8.3,8.6,7.8,8.4,8.7,,,,,8.8,8.0,8.5,8.5
15K124,,93,47,,25.0,132.0,8.7,8.1,8.1,8.4,7.4,5.8,6.5,6.7,,,,,8.1,6.9,7.3,7.5
15K130,,80,88,,33.0,417.0,8.8,7.9,7.8,8.2,7.8,7.3,7.7,8.3,,,,,8.3,7.6,7.8,8.2
15K131,,98,70,,60.0,560.0,8.9,7.7,7.7,8.1,8.6,7.9,8.5,9.0,,,,,8.8,7.8,8.1,8.6
15K136,95.0,77,35,470.0,36.0,164.0,8.4,7.9,7.6,8.0,7.2,5.4,5.7,6.8,6.5,5.8,6.7,7.5,7.4,6.4,6.7,7.4
15K146,,83,47,,34.0,242.0,8.8,8.6,8.9,8.6,9.0,8.4,9.0,8.9,,,,,8.9,8.5,8.9,8.8
15K154,,86,48,,25.0,172.0,8.4,7.8,7.9,8.1,8.5,7.4,8.1,8.6,,,,,8.4,7.6,8.0,8.3
15K169,,89,65,,80.0,711.0,8.6,7.5,7.5,7.6,7.7,6.5,7.0,7.5,,,,,8.2,7.0,7.2,7.5
15K172,,100,97,,44.0,477.0,9.5,8.9,9.0,9.2,8.7,8.1,8.4,8.9,,,,,9.1,8.5,8.7,9.0
15K230,,86,68,,82.0,686.0,8.9,8.0,7.9,8.3,8.7,7.6,8.2,8.5,,,,,8.8,7.8,8.1,8.4
15K261,,62,49,,37.0,326.0,8.4,8.0,8.3,7.9,7.9,7.3,8.3,8.6,,,,,8.2,7.6,8.3,8.3
15K295,,100,67,,34.0,209.0,9.0,8.4,8.4,8.5,8.4,7.6,7.8,8.2,,,,,8.7,8.0,8.1,8.4
15K321,,86,50,,75.0,576.0,8.6,8.7,8.7,8.8,8.3,8.5,8.5,9.0,,,,,8.5,8.6,8.6,8.9
15K418,,79,48,,22.0,130.0,8.8,8.2,8.7,8.4,8.4,7.4,8.2,8.6,,,,,8.6,7.8,8.5,8.5
15K429,56.0,95,20,231.0,37.0,75.0,7.9,7.5,7.3,7.7,5.9,5.0,5.3,5.9,6.1,5.5,5.9,7.0,6.6,6.0,6.2,6.9
15K442,81.0,86,48,153.0,25.0,88.0,8.3,8.1,8.0,8.2,6.9,7.3,7.7,8.2,7.0,6.9,7.3,8.0,7.4,7.4,7.7,8.1
15K443,97.0,73,43,470.0,27.0,203.0,8.9,8.1,8.0,8.4,8.3,6.7,7.1,8.0,7.8,7.3,7.8,8.4,8.4,7.3,7.7,8.2
15K447,99.0,96,36,494.0,53.0,174.0,8.3,7.9,7.8,8.2,7.6,6.3,7.0,7.8,6.9,6.3,6.7,7.3,7.6,6.8,7.2,7.8
15K448,88.0,87,42,595.0,55.0,262.0,8.4,8.0,8.0,8.2,6.7,6.2,6.6,7.1,6.7,6.4,7.0,7.6,7.3,6.9,7.2,7.6
15K462,82.0,81,20,412.0,30.0,95.0,7.9,7.4,7.2,7.9,6.5,5.6,5.6,6.6,5.5,5.7,5.6,6.8,6.6,6.2,6.2,7.1
15K463,78.0,77,11,285.0,23.0,37.0,8.2,7.7,7.4,7.9,6.6,6.0,6.1,6.8,5.8,5.7,6.1,7.3,6.9,6.5,6.5,7.4
15K464,95.0,88,45,374.0,29.0,164.0,7.5,7.2,7.3,7.5,6.9,7.1,7.1,8.2,6.2,5.8,6.6,7.3,6.9,6.7,7.0,7.7
15K497,88.0,89,37,400.0,31.0,156.0,8.2,7.6,7.4,8.0,6.3,5.3,5.7,6.6,6.7,6.1,6.6,7.5,7.1,6.3,6.6,7.3
15K519,65.0,67,44,413.0,32.0,280.0,8.0,7.5,7.4,7.8,6.0,4.3,5.5,6.4,5.6,5.7,5.7,6.7,6.5,5.8,6.2,7.0
15K520,0.0,15,10,,2.0,16.0,8.3,7.9,7.2,8.5,8.5,5.7,9.0,9.0,,,,,8.3,6.7,7.9,8.6
15K529,89.0,100,73,171.0,19.0,133.0,9.3,8.7,8.2,8.8,7.9,8.3,8.1,8.3,8.3,7.6,8.0,8.4,8.5,8.2,8.1,8.5
15K530,67.0,94,33,184.0,16.0,89.0,8.3,7.4,7.3,7.6,7.2,6.9,6.8,7.7,6.8,6.1,6.5,7.2,7.5,6.8,6.9,7.5
15K656,86.0,64,25,558.0,25.0,157.0,8.3,7.4,7.4,7.5,7.2,6.4,6.9,7.1,6.6,5.8,6.6,7.5,7.3,6.5,6.9,7.4
15K667,95.0,98,47,629.0,51.0,304.0,8.3,7.9,7.9,8.1,7.0,7.0,7.8,8.4,6.4,6.4,6.9,7.3,7.2,7.1,7.5,7.9
15K676,,72,59,,13.0,88.0,8.8,8.2,8.3,8.5,7.8,7.0,7.3,7.8,,,,,8.3,7.6,7.8,8.1
15K698,85.0,92,45,118.0,11.0,60.0,8.9,8.1,7.4,8.4,6.9,7.4,7.4,7.8,7.8,6.9,7.3,8.1,7.9,7.5,7.4,8.1
15K821,89.0,57,19,440.0,21.0,92.0,8.5,7.5,7.5,7.7,7.9,6.4,6.6,7.9,6.9,5.9,6.8,7.6,7.7,6.6,7.0,7.7
16K005,,59,78,,22.0,277.0,8.4,7.5,7.6,7.8,7.0,5.9,6.1,6.6,,,,,7.7,6.7,6.8,7.2
16K021,,83,80,,38.0,468.0,8.8,8.2,8.1,8.5,8.2,7.6,7.8,8.4,,,,,8.5,7.9,8.0,8.5
16K025,,94,67,,31.0,176.0,8.2,8.2,8.1,8.3,7.2,7.2,7.6,8.5,,,,,7.7,7.7,7.9,8.4
16K026,,77,37,,23.0,105.0,8.7,8.3,8.1,8.6,7.7,7.2,7.3,8.1,,,,,8.2,7.8,7.7,8.4
16K028,,100,81,,25.0,164.0,8.8,8.3,8.1,8.6,8.9,8.3,9.0,9.0,,,,,8.8,8.3,8.6,8.8
16K035,98.0,95,90,220.0,18.0,193.0,9.2,8.6,8.6,8.7,8.1,8.5,8.5,9.2,8.1,8.1,8.7,9.1,8.5,8.4,8.6,9.0
16K040,,80,53,,24.0,162.0,8.7,8.0,8.1,8.1,7.8,7.9,8.5,8.8,,,,,8.2,7.9,8.3,8.4
16K057,94.0,100,67,221.0,23.0,147.0,8.9,8.4,8.4,8.7,7.5,7.8,8.0,8.9,8.0,7.1,8.1,8.4,8.1,7.8,8.2,8.7
16K081,,100,61,,41.0,217.0,8.5,7.8,7.7,8.1,7.8,7.7,8.4,8.3,,,,,8.2,7.8,8.1,8.2
16K243,,74,53,,28.0,147.0,8.5,8.0,7.9,8.4,7.6,7.2,7.7,8.1,,,,,8.0,7.6,7.8,8.2
16K262,95.0,87,43,56.0,27.0,131.0,8.6,8.0,8.0,8.4,7.7,7.5,7.7,8.5,6.5,6.8,7.2,7.8,7.6,7.5,7.6,8.2
16K267,97.0,100,39,274.0,28.0,106.0,8.6,8.4,8.3,8.5,7.9,8.2,8.2,9.0,7.6,7.4,7.9,8.5,8.0,8.0,8.1,8.6
16K308,96.0,67,25,246.0,37.0,136.0,8.1,7.6,7.4,8.0,7.1,5.7,6.5,7.3,6.3,6.2,7.0,7.7,7.1,6.5,7.0,7.7
16K309,,97,82,,35.0,208.0,8.7,8.2,8.3,8.4,7.5,7.3,7.1,7.6,,,,,8.1,7.7,7.7,8.0
16K335,,88,35,,37.0,126.0,8.7,8.2,8.0,8.6,7.6,7.6,8.0,8.2,,,,,8.1,7.9,8.0,8.4
16K385,73.0,75,8,155.0,18.0,17.0,7.4,7.0,6.7,7.6,7.2,7.0,7.6,8.1,5.8,6.0,6.5,7.5,6.7,6.6,7.0,7.8
16K393,81.0,92,29,372.0,36.0,124.0,7.9,7.2,7.2,7.5,6.2,6.0,6.3,6.8,6.1,5.5,6.6,7.3,6.7,6.2,6.7,7.2
16K455,61.0,76,16,1146.0,70.0,282.0,7.1,7.3,7.4,7.1,5.9,5.8,6.5,6.7,6.1,6.0,6.7,7.2,6.4,6.4,6.8,7.0
16K498,56.0,33,16,215.0,8.0,60.0,8.5,7.3,7.2,7.5,7.0,7.3,7.5,8.0,6.4,5.8,6.2,7.1,7.3,6.8,7.0,7.5
16K534,85.0,90,49,185.0,19.0,99.0,8.0,7.5,7.5,7.7,6.6,6.1,6.9,7.2,5.9,5.9,6.4,7.0,6.8,6.5,6.9,7.3
16K584,98.0,71,38,214.0,15.0,79.0,8.4,7.8,7.7,8.0,5.9,6.2,6.6,7.2,6.0,6.1,6.7,7.4,6.8,6.7,7.0,7.5
16K594,76.0,86,4,208.0,19.0,10.0,8.6,9.0,8.2,9.0,4.9,5.0,5.6,6.3,5.8,5.9,6.6,7.5,6.0,6.2,6.5,7.3
16K627,,100,100,,9.0,111.0,9.4,8.8,8.7,8.9,8.3,8.2,7.9,8.0,,,,,8.9,8.5,8.3,8.4
16K628,,100,94,,9.0,126.0,8.4,9.0,8.6,9.4,8.5,8.1,8.7,8.8,,,,,8.5,8.5,8.6,9.1
16K636,,100,95,,17.0,162.0,9.2,8.8,8.8,9.1,8.7,8.1,8.2,8.4,,,,,9.0,8.4,8.5,8.8
16K688,76.0,100,17,99.0,12.0,22.0,6.0,5.8,5.7,6.2,3.9,1.9,3.8,3.6,4.9,5.8,5.4,6.8,4.9,4.5,5.0,5.6
17K002,96.0,80,44,374.0,28.0,164.0,8.0,7.8,7.7,7.9,7.2,7.7,8.4,8.7,7.8,7.8,8.4,8.7,7.7,7.8,8.2,8.4
17K006,,62,21,,31.0,116.0,8.4,7.6,7.5,7.7,8.1,7.0,7.4,8.0,,,,,8.3,7.3,7.4,7.8
17K012,,48,50,,14.0,106.0,8.6,8.0,7.9,8.4,7.3,6.5,6.7,6.9,,,,,7.9,7.2,7.3,7.7
17K022,,49,50,,21.0,225.0,8.2,7.5,7.5,7.6,5.9,4.0,4.6,5.8,,,,,7.1,5.8,6.0,6.7
17K061,87.0,78,24,966.0,61.0,252.0,7.8,7.1,7.2,7.6,6.9,6.7,7.2,7.8,5.6,5.8,6.7,7.6,6.8,6.5,7.0,7.7
17K091,,82,67,,50.0,422.0,7.9,7.6,7.5,7.7,6.2,6.3,6.5,7.0,,,,,7.0,6.9,7.0,7.4
17K092,,50,42,,23.0,215.0,8.6,7.9,7.6,8.2,8.0,8.1,7.8,8.4,,,,,8.3,8.0,7.7,8.3
17K138,82.0,77,56,272.0,56.0,428.0,8.0,8.4,8.2,8.5,6.9,7.5,7.5,8.3,6.5,6.9,7.6,8.2,7.1,7.6,7.7,8.3
17K161,94.0,60,66,136.0,35.0,496.0,8.0,7.6,7.4,8.0,6.3,6.1,5.8,6.7,5.8,5.7,6.7,7.4,6.7,6.5,6.6,7.4
17K167,,68,40,,28.0,160.0,8.1,7.6,7.7,8.0,5.9,5.6,6.0,6.9,,,,,7.0,6.6,6.8,7.4
17K181,82.0,74,21,221.0,68.0,210.0,8.0,7.1,7.3,7.9,6.3,4.9,5.2,5.6,5.5,5.8,6.7,7.5,6.6,5.9,6.4,7.0
17K189,91.0,59,68,449.0,47.0,665.0,8.4,7.8,7.6,8.1,7.8,7.6,7.7,8.4,6.2,5.8,6.9,7.8,7.4,7.1,7.4,8.1
17K191,,38,50,,9.0,107.0,8.4,7.8,7.6,7.9,8.6,7.7,8.6,8.8,,,,,8.5,7.8,8.1,8.3
17K221,,65,49,,32.0,226.0,8.4,7.8,7.8,8.1,7.9,8.2,8.5,8.9,,,,,8.1,8.0,8.2,8.5
17K241,,80,71,,39.0,367.0,8.5,7.9,7.7,8.4,7.6,7.1,7.4,7.7,,,,,8.0,7.5,7.5,8.0
17K246,91.0,69,41,540.0,40.0,224.0,8.0,7.6,7.4,7.8,6.4,6.0,6.5,7.2,5.6,5.7,6.4,7.3,6.7,6.4,6.8,7.4
17K249,,100,89,,51.0,564.0,9.2,8.6,8.5,8.8,8.8,8.4,8.5,9.1,,,,,9.0,8.5,8.5,9.0
17K289,,48,54,,29.0,291.0,8.1,7.7,7.5,8.1,7.1,7.1,7.1,7.6,,,,,7.6,7.4,7.3,7.9
17K316,,48,76,,12.0,173.0,8.8,8.2,8.1,8.2,6.7,5.8,6.0,7.0,,,,,7.8,7.0,7.1,7.6
17K334,88.0,100,25,197.0,19.0,55.0,8.1,7.9,7.5,8.1,6.3,3.5,5.3,6.1,5.8,6.5,6.9,7.7,6.7,6.0,6.5,7.3
17K340,99.0,53,51,268.0,10.0,134.0,8.5,7.8,7.8,8.0,6.8,6.0,6.2,7.2,5.9,6.0,6.3,7.3,7.0,6.6,6.8,7.5
17K352,93.0,83,61,370.0,33.0,219.0,8.0,8.0,8.0,7.7,6.7,6.1,7.1,7.0,6.0,5.9,6.8,7.5,6.9,6.6,7.3,7.4
